,位置,背番号,選手名,打率,試合,打席,打数,安打,二塁打,三塁打,本塁打,塁打,打点,得点,三振,四球,死球,犠打,犠飛,盗塁,盗塁死,併殺打,出塁率,長打率,ＯＰＳ,得点圏,失策,Team
10,内,24,ジョイ・ガロ,.161,76,260,223,36,9,0,10,75,27,24,102,32,4,0,1,3,1,1,.277,.336,.613,.147,1,ワシントン・ナショナルズ
11,内,26,ナシム・ヌニェス,.246,51,78,61,15,1,0,0,16,1,14,15,12,0,5,0,8,2,1,.370,.262,.632,.154,5,ワシントン・ナショナルズ
12,内,38,トレイ・リップスコーム,.200,61,211,190,38,3,0,1,44,10,20,40,16,2,1,1,11,2,7,.268,.232,.500,.163,9,ワシントン・ナショナルズ
13,内,45,ジョーイ・メネセス,.231,76,313,281,65,11,0,3,85,42,19,63,21,5,0,6,2,0,9,.291,.302,.593,.319,0,ワシントン・ナショナルズ
14,外,3,ディラン・クルーズ,.218,31,132,119,26,5,1,3,42,8,12,26,11,1,0,1,12,3,4,.288,.353,.641,.100,0,ワシントン・ナショナルズ
15,外,17,アレックス・コール,.343,30,113,99,34,9,0,3,52,14,15,19,12,2,0,0,5,1,2,.425,.525,.950,.400,2,ワシントン・ナショナルズ
16,外,29,ジェームズ・ウッド,.264,79,336,295,78,13,4,9,126,41,43,97,39,2,0,0,14,8,1,.354,.427,.781,.270,4,ワシントン・ナショナルズ
17,外,30,ジェーコブ・ヤング,.256,150,521,468,120,24,1,3,155,36,75,102,30,12,9,2,33,10,11,.316,.331,.648,.248,8,ワシントン・ナショナルズ
18,外,36,ストーン・ギャレット,.600,2,6,5,3,1,0,1,7,3,2,0,1,0,0,0,0,0,0,.667,1.400,2.067,1.000,0,ワシントン・ナショナルズ
0,捕,4,フランシスコ・アルバレス,.237,100,342,308,73,14,2,11,124,47,39,86,30,2,0,2,1,1,7,.307,.403,.710,.237,6,ニューヨーク・メッツ
1,捕,13,ルイス・トレンズ,.229,48,130,118,27,8,0,3,44,15,14,28,9,2,0,1,0,1,5,.292,.373,.665,.172,1,ニューヨーク・メッツ
2,内,1,ジェフ・マクニール,.238,129,472,424,101,26,0,12,163,44,57,68,35,9,1,3,5,1,6,.308,.384,.692,.208,9,ニューヨーク・メッツ
3,内,2,ルイサンヘル・アクーニャ,.308,14,40,39,12,2,1,3,25,6,6,6,1,0,0,0,0,1,1,.325,.641,.966,.400,1,ニューヨーク・メッツ
4,内,10,ロニー・マウリシオ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ニューヨーク・メッツ
5,内,11,ホセ・イグレシアス,.337,85,291,270,91,16,1,4,121,26,39,39,12,8,0,1,6,2,4,.381,.448,.830,.375,3,ニューヨーク・メッツ
6,内,12,フランシスコ・リンドア,.273,152,689,618,169,39,1,33,309,91,107,127,56,12,0,3,29,4,7,.344,.500,.844,.274,12,ニューヨーク・メッツ
7,内,20,ピート・アロンソ,.240,162,695,608,146,31,0,34,279,88,91,172,70,13,0,4,3,0,14,.329,.459,.788,.232,7,ニューヨーク・メッツ
8,内,22,ブレット・ベイティー,.229,50,171,153,35,3,0,4,50,16,15,42,16,1,1,0,0,0,3,.306,.327,.633,.238,2,ニューヨーク・メッツ
9,内,27,マーク・ビエントス,.266,111,454,413,110,22,0,27,213,71,58,135,33,3,0,5,0,0,6,.322,.516,.837,.255,5,ニューヨーク・メッツ
10,外,3,ジェシー・ウインカー,.253,145,508,430,109,23,0,14,174,58,63,106,63,10,2,3,14,4,12,.360,.405,.764,.327,2,ニューヨーク・メッツ
11,外,6,スターリング・マルテ,.269,94,370,335,90,13,3,7,130,40,46,81,27,3,3,2,16,1,8,.327,.388,.715,.313,2,ニューヨーク・メッツ
12,外,9,ブランドン・ニモ,.224,151,663,571,128,25,3,23,228,90,88,158,77,12,0,3,15,0,7,.327,.399,.727,.319,2,ニューヨーク・メッツ
13,外,15,タイロン・テイラー,.248,130,345,319,79,22,3,7,128,35,47,80,19,5,1,1,11,2,4,.299,.401,.701,.264,3,ニューヨーク・メッツ
14,外,29,Ｄ．Ｊ．スチュワート,.177,74,194,158,28,4,0,5,47,19,16,48,31,4,0,1,1,0,5,.325,.297,.622,.225,0,ニューヨーク・メッツ
15,外,44,ハリソン・ベイダー,.236,143,437,402,95,19,0,12,150,51,57,95,21,8,0,6,17,8,6,.284,.373,.657,.240,4,ニューヨーク・メッツ
16,外,72,アレックス・ラミレス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ニューヨーク・メッツ
17,外,-,ホセ・アソカル,.219,61,79,73,16,2,0,0,18,2,13,19,5,0,1,0,5,1,1,.269,.247,.516,.091,0,ニューヨーク・メッツ
18,指,28,Ｊ．Ｄ．マルティネス,.235,120,495,434,102,24,1,16,176,69,46,141,49,6,0,2,0,0,17,.320,.406,.725,.296,0,ニューヨーク・メッツ
0,捕,10,Ｊ．Ｔ．リアルミュート,.266,99,413,380,101,18,1,14,163,47,50,102,27,5,0,1,2,2,7,.322,.429,.751,.232,5,フィラデルフィア・フィリーズ
1,捕,13,ラファエル・マルシャン,.294,17,56,51,15,4,0,3,28,6,8,8,3,1,1,0,0,0,1,.345,.549,.894,.364,2,フィラデルフィア・フィリーズ
2,捕,21,ギャレット・スタッブス,.207,56,187,164,34,4,1,1,43,11,18,50,17,4,0,1,5,0,0,.296,.262,.558,.262,2,フィラデルフィア・フィリーズ
3,内,2,コディ・クレメンス,.219,44,120,114,25,9,1,5,51,18,17,29,5,1,0,0,0,0,2,.258,.447,.706,.189,3,フィラデルフィア・フィリーズ
4,内,3,ブライス・ハーパー,.285,145,631,550,157,42,0,30,289,87,85,138,76,2,1,2,7,4,18,.373,.525,.898,.331,5,フィラデルフィア・フィリーズ
5,内,5,ブライソン・ストット,.245,148,571,506,124,19,2,11,180,57,65,93,53,3,0,9,32,3,9,.315,.356,.671,.229,6,フィラデルフィア・フィリーズ
6,内,7,トレー・ターナー,.295,121,539,505,149,25,0,21,237,62,88,98,27,6,0,1,19,4,10,.338,.469,.807,.275,17,フィラデルフィア・フィリーズ
7,内,19,バディ・ケネディ,.190,14,26,21,4,1,0,1,8,6,3,7,4,0,0,1,1,0,0,.308,.381,.689,1.000,0,フィラデルフィア・フィリーズ
8,内,28,アレク・ボーム,.280,143,606,554,155,44,2,15,248,97,62,86,40,6,0,6,5,2,18,.332,.448,.779,.301,15,フィラデルフィア・フィリーズ
9,内,29,ロドルフ・カストロ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,フィラデルフィア・フィリーズ
10,内,33,エドムンド・ソーサ,.257,90,274,249,64,12,4,7,105,31,39,66,13,8,1,2,7,1,5,.313,.422,.734,.250,6,フィラデルフィア・フィリーズ
11,外,8,ニック・カステラノス,.254,162,659,606,154,30,4,23,261,86,80,139,41,10,0,2,6,2,14,.311,.431,.742,.263,3,フィラデルフィア・フィリーズ
12,外,9,オースティン・ヘイズ,.255,85,255,235,60,18,0,5,93,20,26,59,9,8,1,2,2,2,2,.303,.396,.699,.226,1,フィラデルフィア・フィリーズ
13,外,16,ブランドン・マーシュ,.249,135,476,418,104,17,3,16,175,60,55,154,50,2,1,5,19,3,2,.328,.419,.747,.254,5,フィラデルフィア・フィリーズ
14,外,18,ヨハン・ロハス,.243,120,363,338,82,12,3,3,109,32,47,69,13,4,8,0,25,4,7,.279,.322,.601,.313,2,フィラデルフィア・フィリーズ
15,外,37,ウェストン・ウィルソン,.284,41,98,88,25,7,1,3,43,10,13,29,8,1,0,1,3,0,2,.347,.489,.836,.250,2,フィラデルフィア・フィリーズ
16,外,47,キャル・スティーブンソン,.250,18,27,24,6,3,0,0,9,6,2,4,3,0,0,0,0,0,1,.333,.375,.708,.500,0,フィラデルフィア・フィリーズ
17,指,12,カイル・シュワバー,.248,150,692,573,142,22,0,38,278,104,110,197,106,5,0,8,5,3,6,.366,.485,.851,.283,0,フィラデルフィア・フィリーズ
0,捕,4,ニック・フォーテス,.228,110,335,307,70,16,0,4,98,29,28,41,11,4,8,5,0,1,6,.260,.319,.579,.282,9,マイアミ・マーリンズ
1,捕,89,ジョニー・ペレダ,.231,20,40,39,9,0,0,0,9,4,2,10,0,1,0,0,0,0,2,.250,.231,.481,.333,1,マイアミ・マーリンズ
2,捕,-,アグスティン・ラミレス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,マイアミ・マーリンズ
3,内,17,ビダル・ブルーハン,.222,102,278,248,55,14,2,2,79,16,32,54,25,4,1,0,5,6,5,.303,.319,.622,.172,9,マイアミ・マーリンズ
4,内,24,コナー・ナービ,.236,45,194,178,42,9,0,9,78,20,32,64,15,0,0,1,3,3,2,.294,.438,.732,.184,8,マイアミ・マーリンズ
5,内,36,ジェイク・バーガー,.250,137,579,535,134,23,1,29,246,76,68,150,31,9,0,4,1,1,11,.301,.460,.760,.303,13,マイアミ・マーリンズ
6,内,41,ジョナー・ブライド,.276,71,272,232,64,10,0,11,107,39,30,55,30,3,0,7,0,1,9,.357,.461,.818,.247,3,マイアミ・マーリンズ
7,内,61,オット・ロペス,.270,117,434,403,109,23,1,6,152,39,49,75,25,1,2,2,20,4,13,.313,.377,.690,.325,8,マイアミ・マーリンズ
8,内,63,イグゼイビアー・エドワーズ,.328,70,303,265,87,12,5,1,112,26,39,52,33,0,1,4,31,4,0,.397,.423,.820,.333,7,マイアミ・マーリンズ
9,内,86,ハビエル・ソノハ,.229,15,36,35,8,2,0,0,10,2,3,4,1,0,0,0,0,0,2,.250,.286,.536,.300,0,マイアミ・マーリンズ
10,内,-,グレアム・ポーリー,.125,13,32,32,4,0,0,2,10,5,4,15,0,0,0,0,0,0,1,.125,.313,.438,.250,1,マイアミ・マーリンズ
11,外,12,ヘスス・サンチェス,.252,149,537,489,123,25,1,18,204,64,60,140,41,4,1,2,16,2,12,.313,.417,.731,.237,4,マイアミ・マーリンズ
12,外,25,デービッド・ヘンズリー,.212,23,58,52,11,1,0,1,15,4,9,17,6,0,0,0,1,0,0,.293,.288,.582,.143,0,マイアミ・マーリンズ
13,外,28,カイル・ストーアーズ,.208,69,209,192,40,11,2,3,64,24,15,74,13,3,0,1,0,1,2,.268,.333,.601,.286,0,マイアミ・マーリンズ
14,外,54,デーン・マイヤーズ,.263,44,108,95,25,6,1,3,42,19,17,36,8,3,0,2,4,1,0,.333,.442,.775,.391,2,マイアミ・マーリンズ
15,外,56,グリフィン・コナイン,.268,30,89,82,22,4,1,3,37,12,14,28,6,1,0,0,0,0,1,.326,.451,.777,.348,1,マイアミ・マーリンズ
16,外,58,デレク・ヒル,.241,53,172,162,39,4,2,7,68,25,19,56,5,2,2,1,6,2,2,.271,.420,.690,.200,1,マイアミ・マーリンズ
17,外,64,ビクター・メサJr.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,マイアミ・マーリンズ
0,捕,13,エリク・ハース,.273,30,69,66,18,1,0,5,34,14,10,28,3,0,0,0,0,0,0,.304,.515,.819,.258,2,ミルウォーキー・ブリュワーズ
1,捕,24,ウィリアム・コントレラス,.281,155,679,595,167,37,2,23,277,92,99,139,78,3,0,3,9,2,19,.365,.466,.831,.310,8,ミルウォーキー・ブリュワーズ
2,捕,76,ジェファーソン・クエロ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ミルウォーキー・ブリュワーズ
3,捕,99,ゲーリー・サンチェス,.220,89,280,245,54,7,1,11,96,37,30,76,27,5,0,3,0,0,9,.307,.392,.699,.246,5,ミルウォーキー・ブリュワーズ
4,内,2,ブライス・トゥラング,.254,155,619,559,142,24,4,7,195,57,72,105,50,2,5,3,50,6,8,.316,.349,.665,.286,7,ミルウォーキー・ブリュワーズ
5,内,3,ジョーイ・オーティズ,.239,142,511,440,105,25,6,11,175,60,58,103,56,6,3,6,11,6,10,.329,.398,.726,.262,10,ミルウォーキー・ブリュワーズ
6,内,6,アイザック・コリンズ,.118,11,19,17,2,0,0,0,2,0,0,10,2,0,0,0,1,0,0,.211,.118,.328,.000,1,ミルウォーキー・ブリュワーズ
7,内,7,タイラー・ブラック,.204,18,57,49,10,2,0,0,12,2,4,17,7,1,0,0,3,0,0,.316,.245,.561,.063,0,ミルウォーキー・ブリュワーズ
8,内,9,ジェイク・バウアーズ,.199,117,346,302,60,9,2,12,109,43,45,118,39,5,0,0,13,1,0,.301,.361,.662,.244,5,ミルウォーキー・ブリュワーズ
9,内,12,リース・ホスキンス,.214,131,517,449,96,14,0,26,188,82,59,149,53,7,0,6,3,0,11,.303,.419,.722,.230,3,ミルウォーキー・ブリュワーズ
10,内,14,アンドルー・モナステリオ,.208,59,142,125,26,5,0,1,34,16,14,40,16,1,0,0,6,2,3,.303,.272,.575,.333,6,ミルウォーキー・ブリュワーズ
11,内,15,オリバー・ダン,.221,41,104,95,21,2,2,1,30,7,11,40,6,2,1,0,3,0,1,.282,.316,.597,.167,0,ミルウォーキー・ブリュワーズ
12,内,18,ビニー・キャプラ,.111,3,9,9,1,1,0,0,2,0,1,3,0,0,0,0,0,0,1,.111,.222,.333,.000,0,ミルウォーキー・ブリュワーズ
13,内,27,ウィリー・アダメズ,.251,161,688,610,153,33,0,32,282,112,93,173,74,1,0,3,21,4,12,.331,.462,.794,.293,20,ミルウォーキー・ブリュワーズ
14,外,5,ギャレット・ミッチェル,.255,69,224,196,50,12,3,8,92,21,33,71,25,1,2,0,11,4,1,.342,.469,.812,.140,0,ミルウォーキー・ブリュワーズ
15,外,10,サル・フレリック,.259,145,524,475,123,22,4,2,159,32,66,78,39,4,2,1,18,3,8,.320,.335,.655,.269,3,ミルウォーキー・ブリュワーズ
16,外,11,ジャクソン・チョウリオ,.275,148,573,528,145,29,4,21,245,79,80,121,39,3,1,2,22,7,7,.327,.464,.791,.302,0,ミルウォーキー・ブリュワーズ
17,外,16,ブレイク・パーキンス,.240,121,434,383,92,13,2,6,127,43,54,108,42,3,0,6,23,5,3,.316,.332,.647,.272,1,ミルウォーキー・ブリュワーズ
18,外,22,クリスチャン・イエリチ,.315,73,315,270,85,12,3,11,136,42,44,58,40,2,1,1,21,1,3,.406,.504,.909,.352,1,ミルウォーキー・ブリュワーズ
19,外,28,ブルワー・ヒックレン,.000,3,5,5,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,.000,.000,.000,.000,0,ミルウォーキー・ブリュワーズ
0,捕,9,ミゲル・アマヤ,.232,117,363,328,76,13,2,8,117,47,32,62,23,4,5,3,0,0,5,.288,.357,.644,.198,6,シカゴ・カブス
1,捕,60,クリスティアン・ベタンコート,.209,62,147,139,29,7,0,5,51,22,18,36,5,1,2,0,3,0,2,.241,.367,.608,.229,5,シカゴ・カブス
2,捕,-,ケイレブ・ナイト,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,シカゴ・カブス
3,内,1,ニック・マドリガル,.221,51,94,86,19,3,0,0,22,10,5,10,4,3,1,0,1,0,2,.280,.256,.535,.265,2,シカゴ・カブス
4,内,2,ニコ・ホーナー,.273,151,641,582,159,35,1,7,217,48,86,66,44,12,0,3,31,6,8,.335,.373,.708,.246,9,シカゴ・カブス
5,内,7,ダンスビー・スワンソン,.242,149,593,534,129,27,2,16,208,66,82,144,54,2,0,3,19,3,7,.312,.390,.701,.246,5,シカゴ・カブス
6,内,12,ルイス・バスケス,.083,11,14,12,1,0,0,0,1,1,2,6,0,1,0,1,0,0,1,.143,.083,.226,.000,1,シカゴ・カブス
7,内,16,パトリック・ウィズダム,.171,75,174,158,27,7,2,8,62,23,16,59,10,4,1,1,5,0,1,.237,.392,.629,.179,5,シカゴ・カブス
8,内,17,アイザック・パレデス,.238,153,641,542,129,25,1,19,213,80,64,105,76,17,0,6,1,1,17,.346,.393,.739,.257,16,シカゴ・カブス
9,内,20,マイルズ・マストロブオーニ,.194,50,106,98,19,3,0,0,22,4,9,17,7,0,0,1,2,0,1,.245,.224,.470,.091,3,シカゴ・カブス
10,内,22,マット・マービス,.115,9,28,26,3,1,0,0,4,3,1,8,1,0,0,0,0,0,0,.148,.154,.302,.286,0,シカゴ・カブス
11,内,29,マイケル・ブッシュ,.248,152,567,496,123,28,2,21,218,65,73,162,63,4,0,4,2,1,9,.335,.440,.775,.220,4,シカゴ・カブス
12,外,4,アレクサンダー・カナリオ,.280,15,28,25,7,1,0,1,11,2,4,11,2,1,0,0,1,0,0,.357,.440,.797,.143,0,シカゴ・カブス
13,外,8,イアン・ハップ,.243,153,657,569,138,34,2,25,251,86,89,168,80,6,0,2,13,2,7,.341,.441,.782,.239,1,シカゴ・カブス
14,外,13,ケビン・アルカンタラ,.100,3,10,10,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,.100,.100,.200,.000,0,シカゴ・カブス
15,外,24,コディ・ベリンジャー,.266,130,569,516,137,23,3,18,220,78,72,89,45,3,0,5,9,2,10,.325,.426,.751,.331,2,シカゴ・カブス
16,外,27,鈴木誠也,.283,132,585,512,145,27,6,21,247,73,74,160,63,6,0,4,16,6,6,.366,.482,.848,.256,3,シカゴ・カブス
17,外,40,マイク・トークマン,.248,109,350,298,74,12,1,7,109,29,50,70,47,4,0,1,6,2,7,.357,.366,.723,.268,1,シカゴ・カブス
18,外,52,ピーター・クロー・アームストロング,.237,123,410,372,88,13,6,10,143,47,46,98,21,6,8,3,27,3,4,.286,.384,.670,.293,3,シカゴ・カブス
19,外,94,ブレネン・デービス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,シカゴ・カブス
0,捕,22,ルーク・メーリ,.178,55,154,135,24,4,0,2,34,8,8,52,13,4,1,1,2,0,4,.268,.252,.520,.121,1,シンシナティ・レッズ
1,捕,35,オースティン・ウィンズ,.368,7,20,19,7,4,0,0,11,2,3,5,0,1,0,0,0,0,0,.400,.579,.979,.333,0,シンシナティ・レッズ
2,捕,37,タイラー・スティーブンソン,.258,138,515,457,118,26,1,19,203,66,69,117,48,8,0,2,1,0,9,.338,.444,.782,.279,4,シンシナティ・レッズ
3,内,2,タイ・フランス,.234,140,535,479,112,24,0,13,175,51,46,114,38,13,0,5,1,1,16,.305,.365,.670,.263,5,シンシナティ・レッズ
4,内,3,ヘイメル・カンデラリオ,.225,112,463,427,96,23,2,20,183,56,47,114,27,6,0,3,4,3,7,.279,.429,.707,.213,11,シンシナティ・レッズ
5,内,4,サンティアゴ・エスピナル,.246,118,391,357,88,12,0,9,127,45,32,54,24,2,4,4,11,1,7,.295,.356,.650,.279,6,シンシナティ・レッズ
6,内,6,ジョナサン・インディア,.248,151,637,533,132,28,2,15,209,58,84,125,80,15,2,7,13,2,16,.357,.392,.750,.291,4,シンシナティ・レッズ
7,内,9,マット・マクレーン,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,シンシナティ・レッズ
8,内,16,ノエルビ・マルテ,.210,66,242,229,48,9,0,4,69,18,24,75,9,3,0,1,9,3,1,.248,.301,.549,.137,12,シンシナティ・レッズ
9,内,33,クリスチャン・エンカーナシオン＝ストランド,.190,29,123,116,22,6,0,2,34,16,13,35,4,1,0,2,0,0,4,.220,.293,.513,.175,0,シンシナティ・レッズ
10,内,44,エリー・デラクルーズ,.259,160,696,618,160,36,10,25,291,76,105,218,69,6,2,1,67,16,12,.339,.471,.809,.264,29,シンシナティ・レッズ
11,外,7,スペンサー・ステア,.225,158,656,574,129,34,4,20,231,92,74,137,72,8,0,2,25,3,5,.319,.402,.721,.312,6,シンシナティ・レッズ
12,外,17,スチュアート・フェアチャイルド,.215,94,233,209,45,8,0,8,77,30,33,60,17,4,2,1,13,1,1,.286,.368,.654,.465,0,シンシナティ・レッズ
13,外,23,ニコラス・マルティニ,.212,52,163,146,31,4,2,5,54,24,23,38,9,4,0,3,1,3,1,.272,.370,.641,.300,0,シンシナティ・レッズ
14,外,26,ジェイコブ・フルツビセ,.185,29,68,54,10,1,1,0,13,4,7,18,6,3,4,1,2,0,0,.297,.241,.538,.182,0,シンシナティ・レッズ
15,外,27,ジェーク・フレーリー,.277,116,382,350,97,19,2,5,135,26,44,70,26,3,0,3,20,5,6,.330,.386,.716,.208,2,シンシナティ・レッズ
16,外,29,Ｔ．Ｊ．フリードル,.226,85,341,297,67,5,1,13,113,55,35,52,26,12,2,4,9,1,1,.310,.380,.690,.338,3,シンシナティ・レッズ
17,外,30,ウィル・ベンソン,.187,128,388,343,64,19,2,14,129,43,41,154,40,2,1,2,16,7,3,.274,.376,.650,.256,2,シンシナティ・レッズ
18,外,48,ジョーイ・ウィーマー,.154,21,28,26,4,0,0,0,4,0,2,9,2,0,0,0,1,1,0,.214,.154,.368,.000,1,シンシナティ・レッズ
19,外,76,ブレイク・ダン,.154,19,29,26,4,1,0,1,8,1,8,11,2,1,0,0,2,0,1,.241,.308,.549,.000,0,シンシナティ・レッズ
20,外,77,レケ・ハインズ,.261,24,51,46,12,4,1,5,33,11,9,16,4,1,0,0,2,0,0,.333,.717,1.051,.250,0,シンシナティ・レッズ
0,捕,5,エンディ・ロドリゲス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ピッツバーグ・パイレーツ
1,捕,6,ヤスマニー・グランダル,.228,72,243,215,49,10,0,9,86,27,26,46,24,0,3,1,1,0,7,.304,.400,.704,.260,7,ピッツバーグ・パイレーツ
2,捕,14,ジョーイ・バート,.265,80,282,253,67,11,0,13,117,45,38,73,22,6,0,1,0,0,8,.337,.462,.799,.229,4,ピッツバーグ・パイレーツ
3,捕,32,ヘンリー・デービス,.144,37,122,104,15,4,0,1,22,5,9,45,13,1,1,2,0,0,1,.242,.212,.453,.045,2,ピッツバーグ・パイレーツ
4,捕,55,ジェーソン・ディレー,.200,7,19,15,3,3,0,0,6,6,1,0,3,0,1,0,0,0,0,.333,.400,.733,.667,0,ピッツバーグ・パイレーツ
5,内,2,コナー・ジョー,.228,123,416,364,83,22,1,9,134,36,49,91,44,6,0,2,2,2,7,.320,.368,.688,.198,4,ピッツバーグ・パイレーツ
6,内,7,アイザイア・カイナーファレファ,.269,133,496,465,125,18,4,8,175,43,53,78,16,10,3,2,11,2,12,.306,.376,.683,.276,5,ピッツバーグ・パイレーツ
7,内,13,ケブライアン・ヘイズ,.233,96,396,365,85,9,0,4,106,25,38,75,23,4,0,4,11,2,12,.283,.290,.573,.192,5,ピッツバーグ・パイレーツ
8,内,15,オニール・クルーズ,.259,146,599,541,140,34,3,21,243,76,72,181,51,3,0,4,22,1,8,.324,.449,.773,.241,26,ピッツバーグ・パイレーツ
9,内,19,ジャレッド・トリオロ,.216,125,446,394,85,10,1,9,124,46,41,118,42,5,0,5,8,1,5,.296,.315,.611,.232,3,ピッツバーグ・パイレーツ
10,内,25,アリカ・ウィリアムズ,.207,37,96,87,18,4,2,0,26,5,13,22,3,1,5,0,1,0,0,.242,.299,.541,.176,2,ピッツバーグ・パイレーツ
11,内,31,リオバ・ペゲロ,.200,3,10,10,2,1,0,0,3,2,0,3,0,0,0,0,0,0,0,.200,.300,.500,.333,1,ピッツバーグ・パイレーツ
12,内,38,ニック・ヨーク,.216,11,42,37,8,0,0,2,14,5,4,12,4,0,0,1,2,0,0,.286,.378,.664,.143,1,ピッツバーグ・パイレーツ
13,内,39,ニック・ゴンザレス,.270,94,387,359,97,19,3,7,143,49,42,74,18,5,1,4,5,3,8,.311,.398,.709,.302,7,ピッツバーグ・パイレーツ
14,内,71,チェン・ツンチェ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ピッツバーグ・パイレーツ
15,外,3,ベ・ジファン,.189,29,81,74,14,2,0,0,16,6,11,24,6,0,0,1,6,2,0,.247,.216,.463,.286,0,ピッツバーグ・パイレーツ
16,外,10,ブライアン・レイノルズ,.275,156,692,622,171,29,3,24,278,88,73,156,57,10,0,3,10,2,7,.344,.447,.791,.317,2,ピッツバーグ・パイレーツ
17,外,22,アンドルー・マカチェン,.232,120,515,448,104,18,1,20,184,50,66,133,58,7,0,2,3,2,9,.328,.411,.739,.226,0,ピッツバーグ・パイレーツ
18,外,28,ビリー・クック,.224,16,49,49,11,2,0,3,22,8,5,19,0,0,0,0,1,0,0,.224,.449,.673,.200,1,ピッツバーグ・パイレーツ
19,外,41,ブライアン・デラクルーズ,.233,149,622,584,136,25,0,21,224,68,61,170,29,3,0,5,5,2,10,.271,.384,.654,.214,4,ピッツバーグ・パイレーツ
20,外,65,ジャック・スウィンスキー,.182,88,277,247,45,8,0,9,80,26,29,79,27,1,1,1,9,1,3,.264,.324,.588,.212,1,ピッツバーグ・パイレーツ
21,外,77,ジョシュ・パラシオス,.224,23,78,67,15,2,0,2,23,9,10,12,10,1,0,0,1,0,1,.333,.343,.677,.364,0,ピッツバーグ・パイレーツ
0,捕,40,ウィルソン・コントレラス,.262,84,358,301,79,17,0,15,141,36,48,96,45,12,0,0,4,1,7,.380,.468,.848,.210,3,セントルイス・カージナルス
1,捕,43,ペドロ・パージェス,.238,68,218,202,48,3,2,7,76,27,19,58,13,0,1,2,2,0,7,.281,.376,.657,.224,3,セントルイス・カージナルス
2,捕,48,イバン・ヘレラ,.301,72,259,229,69,12,1,5,98,27,37,53,25,2,0,2,5,0,3,.372,.428,.800,.274,3,セントルイス・カージナルス
3,内,0,メイシン・ウィン,.267,150,637,587,157,32,5,15,244,57,85,109,41,1,3,5,11,5,1,.314,.416,.730,.256,18,セントルイス・カージナルス
4,内,15,ホセ・フェルミン,.155,45,79,71,11,1,1,0,14,4,7,11,7,1,0,0,2,1,3,.241,.197,.438,.125,0,セントルイス・カージナルス
5,内,16,ノーラン・ゴーマン,.203,107,402,365,74,15,0,19,146,50,42,151,34,1,0,2,6,1,2,.271,.400,.671,.159,10,セントルイス・カージナルス
6,内,25,トーマス・サジェーゼ,.204,18,52,49,10,2,0,1,15,4,5,14,2,1,0,0,0,0,0,.250,.306,.556,.077,3,セントルイス・カージナルス
7,内,26,ルーケン・ベーカー,.175,21,49,40,7,1,1,2,16,10,3,11,7,0,0,2,1,0,1,.286,.400,.686,.400,0,セントルイス・カージナルス
8,内,28,ノーラン・アレナド,.272,152,635,578,157,23,0,16,228,71,70,92,44,5,0,7,2,2,15,.325,.394,.719,.272,9,セントルイス・カージナルス
9,内,46,ポール・ゴールドシュミット,.245,154,654,599,147,33,1,22,248,65,70,173,47,2,0,2,11,0,20,.302,.414,.716,.203,5,セントルイス・カージナルス
10,外,11,ビクター・スコット,.179,53,155,145,26,9,0,2,41,10,14,42,6,2,0,2,5,1,0,.219,.283,.502,.103,2,セントルイス・カージナルス
11,外,18,ジョーダン・ウォーカー,.201,51,178,164,33,10,1,5,60,20,16,50,10,2,0,2,1,0,4,.253,.366,.619,.214,1,セントルイス・カージナルス
12,外,21,ラーズ・ヌートバー,.244,109,405,348,85,18,3,12,145,45,39,79,52,1,1,3,7,3,10,.342,.417,.758,.227,3,セントルイス・カージナルス
13,外,33,ブレンダン・ドノバン,.278,153,652,587,163,34,3,14,245,73,65,81,47,13,0,5,5,5,4,.342,.417,.759,.279,2,セントルイス・カージナルス
14,外,41,アレク・バールソン,.269,152,595,547,147,20,0,21,230,78,71,76,35,4,1,6,9,4,8,.314,.420,.735,.280,1,セントルイス・カージナルス
15,外,63,マイク・シアーニ,.228,124,334,298,68,7,2,2,85,20,42,92,21,3,11,1,20,3,2,.285,.285,.570,.154,0,セントルイス・カージナルス
16,指,13,マット・カーペンター,.234,59,157,137,32,7,0,4,51,15,15,51,15,2,0,2,0,2,0,.314,.372,.686,.176,0,セントルイス・カージナルス
